"id","name","status","category","cost","useful_life","salvage_value","funding_details","depreciation_strategy"
847,"Patrick","in transit","hardware",8772.228573310726,1.9910997205430836,2196.650947615675,"purchased","straight line"
848,"Larry","disposed","hardware",65604.83221667923,8.085009832989506,8907.52413668786,"purchased","straight line"
849,"Nicholas","disposed","hardware",53857.46863616087,7.760390357536449,5845.453972187955,"purchased","straight line"
850,"Adam","in storage","hardware",97794.43116917553,2.6410449613633404,8626.932447833333,"purchased","straight line"
851,"Christopher","disposed","hardware",44679.126565371895,4.576496851630874,6881.375713186628,"purchased","straight line"
852,"Richard","other","hardware",86488.73052958737,9.297390823845598,6220.56050662531,"purchased","straight line"
853,"Philip","in use","hardware",70043.50139542721,2.771540206069856,1332.8267769598012,"purchased","straight line"
854,"Kevin","in transit","hardware",75386.84372997012,5.016693227231302,7824.831737084679,"purchased","straight line"
855,"Jesse","disposed","hardware",97149.26273778532,2.503661143565034,7412.841891720813,"purchased","straight line"
856,"Roy","disposed","hardware",15260.784594380239,7.9677738749651486,1754.2587364281737,"purchased","straight line"
857,"Timothy","disposed","hardware",39903.88907894814,7.489558460640165,6866.504204517879,"purchased","straight line"
858,"Logan","disposed","hardware",12328.275278475287,3.014055381376833,6421.959783171721,"purchased","straight line"
859,"Austin","in repair","hardware",89365.76981444543,3.1788116296949704,8497.061462622514,"purchased","straight line"
860,"George","in repair","hardware",42106.430436815644,3.911081955223053,809.4882720348972,"purchased","straight line"
861,"Roger","in repair","hardware",24709.091602464694,2.6444655831161303,7485.786155249415,"purchased","straight line"
862,"Jonathan","in transit","hardware",85846.69491849451,5.95560988982381,2923.577429175628,"purchased","straight line"
863,"William","other","hardware",43625.3447965018,6.311522893986315,1117.1367134004006,"purchased","straight line"
864,"Jordan","in use","hardware",37081.42560446557,9.81262471320229,4082.3011489423943,"purchased","straight line"
865,"Eric","in transit","hardware",9454.415821897466,5.632119543509527,948.4382820362936,"purchased","straight line"
866,"Jacob","in storage","hardware",48492.1896417864,5.4624383605947315,8869.514026683548,"purchased","straight line"
867,"Scott","in use","hardware",28871.262357594183,2.749587790601548,1195.4739063148033,"purchased","straight line"
868,"Randy","disposed","hardware",55854.87473305054,7.0649991940278785,1106.6503945191553,"purchased","straight line"
869,"Douglas","in use","hardware",76029.07068040369,2.740330274438728,2934.3855045992905,"purchased","straight line"
870,"Adam","in use","hardware",48612.19429804774,7.05772421614962,3655.299496587351,"purchased","straight line"
871,"Justin","disposed","hardware",78870.56778695234,1.707300993665842,6559.843469446221,"purchased","straight line"
872,"Bobby","in use","hardware",98982.79784250916,4.944956766950515,4789.235553559503,"purchased","straight line"
873,"Andrew","other","hardware",62997.65329226017,9.094060537301774,6311.655905265424,"purchased","straight line"
874,"Patrick","disposed","hardware",86964.70363736444,9.533533288131256,5524.091992817245,"purchased","straight line"
875,"Michael","in use","hardware",22720.648596110037,4.812929584202299,5584.780657597685,"purchased","straight line"
876,"Terry","in storage","hardware",52408.905448910424,9.341651763856191,6343.568574281037,"purchased","straight line"
877,"Charles","other","hardware",11855.094690600243,7.181871326193875,8580.774143509445,"purchased","straight line"
878,"Gerald","in use","hardware",73479.62120414342,7.3307086266577475,5803.980617872878,"purchased","straight line"
879,"Gabriel","other","hardware",86835.72534654218,4.02844931358116,9880.403084929027,"purchased","straight line"
880,"Alexander","in transit","hardware",21945.67099371192,5.473784609380443,431.8827854296925,"purchased","straight line"
881,"Brandon","disposed","hardware",60726.809222749675,1.4345556196961995,2677.935960710247,"purchased","straight line"
882,"Thomas","disposed","hardware",96276.09312747668,3.888046239037095,2201.7748397549076,"purchased","straight line"
883,"Ethan","disposed","hardware",67584.8700914765,8.922505152383678,8691.724732091277,"purchased","straight line"
884,"Carl","in use","hardware",84321.98166540972,4.562449250293974,4397.094192042364,"purchased","straight line"
885,"Richard","in repair","hardware",80754.10874094305,3.8308545520420507,8526.133480262504,"purchased","straight line"
886,"Joe","in storage","hardware",14693.328468431499,5.43909369059002,5835.957854948502,"purchased","straight line"
887,"Austin","in use","hardware",11082.440041951402,4.355204614895971,6685.637996038168,"purchased","straight line"
888,"Bobby","in repair","hardware",64232.764072825856,2.420689609400641,1851.8823772492087,"purchased","straight line"
889,"Dennis","in storage","hardware",3318.428948106067,7.3310744705491535,5104.642923176241,"purchased","straight line"
890,"Jesse","in repair","hardware",41078.97088967582,5.494771161494984,8802.736895928203,"purchased","straight line"
891,"Wayne","in use","hardware",3572.4071948676437,6.4222500227736115,923.0575854133882,"purchased","straight line"
892,"Terry","disposed","hardware",35729.039458268984,7.978395638831704,5207.477437997206,"purchased","straight line"
893,"Nathan","in storage","hardware",58221.495940379005,5.326400262720262,740.0972163590602,"purchased","straight line"
894,"Gabriel","in use","hardware",60721.31514657047,6.646837856299962,7078.895600563917,"purchased","straight line"
895,"Alan","in transit","hardware",19370.826677020403,1.009709973862006,8855.796155876824,"purchased","straight line"
896,"Vincent","other","hardware",7764.864471063626,1.3828256435095865,7916.244737756476,"purchased","straight line"
897,"Joe","other","hardware",25348.354830795884,6.259802656571036,7212.963067656862,"purchased","straight line"
898,"Roger","disposed","hardware",40741.20171429315,5.147146438859149,8668.721914203466,"purchased","straight line"
899,"Roy","other","hardware",83546.3244763519,1.7166400228358758,8057.6481773709465,"purchased","straight line"
900,"Alan","in storage","hardware",48234.25076175968,8.553071017812758,701.7639323361202,"purchased","straight line"
901,"Justin","in repair","hardware",79598.75204739631,7.568007382037835,920.716676611737,"purchased","straight line"
902,"Donald","in repair","hardware",82452.84438179464,3.2051500038861045,8486.68791593112,"purchased","straight line"
903,"Andrew","in use","hardware",37444.82209154866,1.335346842942923,4676.541972815449,"purchased","straight line"
904,"Donald","disposed","hardware",85912.59722053746,7.105209772034018,5224.388826071979,"purchased","straight line"
905,"Mark","other","hardware",91955.1267433269,7.403077941657221,9150.24130302209,"purchased","straight line"
906,"Daniel","in storage","hardware",32635.182728244938,9.925430659246176,8427.963499105244,"purchased","straight line"
907,"Ralph","in storage","hardware",81146.65357023053,1.922307981133549,9526.136591907116,"purchased","straight line"
908,"Walter","in use","hardware",31677.753555194133,7.483051444394876,2913.960272040601,"purchased","straight line"
909,"Edward","in storage","hardware",95491.7807300478,7.553815032453576,5201.2400816888385,"purchased","straight line"
910,"Richard","other","hardware",75418.99708751526,4.685907235921395,5665.943320560549,"purchased","straight line"
911,"Peter","in transit","hardware",64654.827435135696,2.4981725923929927,7367.641960308615,"purchased","straight line"
912,"Bruce","in storage","hardware",63868.64481112859,1.8767513913607359,1238.0612230294564,"purchased","straight line"
913,"Matthew","in storage","hardware",15975.803509472486,8.275159721488826,9132.399204876665,"purchased","straight line"
914,"Benjamin","other","hardware",45848.678319792656,5.0099853913262296,7714.977617981495,"purchased","straight line"
915,"Thomas","in transit","hardware",75174.75302250242,8.136075544707001,3987.5768946032354,"purchased","straight line"
916,"Christopher","in transit","hardware",12188.538545953608,7.324866249777692,8978.402404952967,"purchased","straight line"
917,"Albert","in use","hardware",87955.07428741189,1.3031445057327433,3504.703287717512,"purchased","straight line"
918,"Walter","in storage","hardware",79514.11892495824,5.001721417777841,5565.778527592374,"purchased","straight line"
919,"Ethan","in use","hardware",19558.422497432202,7.819389626238337,9835.463400316725,"purchased","straight line"
920,"Scott","in storage","hardware",76859.95377958035,1.1415305895217414,9078.32664692305,"purchased","straight line"
921,"Harold","other","hardware",44696.96920934897,6.650927882015298,5934.535337316022,"purchased","straight line"
922,"Stephen","in transit","hardware",86038.45225424567,2.310194411550478,9571.42755580859,"purchased","straight line"
923,"Mark","in use","hardware",12955.360933128557,6.529440255803222,8305.286696963707,"purchased","straight line"
924,"Ethan","other","hardware",90458.84939572976,3.358214250708545,6758.668029065614,"purchased","straight line"
925,"Bryan","other","hardware",14343.06010768136,2.1088729809129045,8235.802829091841,"purchased","straight line"
926,"Christopher","in transit","hardware",88247.26637204664,1.6765363207684223,2910.5299755451374,"purchased","straight line"
927,"Bradley","in storage","hardware",60282.58507561046,2.4511871946862613,5650.382489723002,"purchased","straight line"
928,"John","in storage","hardware",6432.10686434913,2.3425616332915844,9275.723532056167,"purchased","straight line"
929,"Raymond","in storage","hardware",75524.2711902376,2.075568953840732,9430.975976685257,"purchased","straight line"
930,"Carl","in transit","hardware",6505.529927886389,8.111655395169105,8703.791682031593,"purchased","straight line"
931,"Steven","other","hardware",77161.95584327378,1.1317515228534092,5400.175920371157,"purchased","straight line"
932,"Patrick","in use","hardware",21104.1013457028,2.7084403811915285,5687.590735722868,"purchased","straight line"
933,"Nicholas","in storage","hardware",8383.967303772988,9.068335669597607,9400.592856234982,"purchased","straight line"
934,"Douglas","in transit","hardware",15894.067285616109,2.77101953090643,8526.22291414783,"purchased","straight line"
935,"Jeremy","disposed","hardware",80943.08962292595,2.8269609287659634,9034.223073432713,"purchased","straight line"
936,"Roger","in use","hardware",83261.17340397507,9.28931359044818,7066.4384689738545,"purchased","straight line"
937,"Peter","in use","hardware",69592.8208082754,4.464125671570998,7770.841116111607,"purchased","straight line"
938,"Kevin","in repair","hardware",49606.7318640939,2.17999958953732,8097.089006455071,"purchased","straight line"
939,"Eugene","disposed","hardware",37139.131240388124,8.460934243806994,5396.385445241347,"purchased","straight line"
940,"Roger","in transit","hardware",83815.77734825894,3.585179731740725,7420.697530968775,"purchased","straight line"
941,"Jerry","in transit","hardware",62035.36568158738,9.5724430211003,177.4242423268013,"purchased","straight line"
942,"Dylan","in use","hardware",54728.99000097958,1.253321643559866,209.24882574491878,"purchased","straight line"
943,"Scott","in storage","hardware",56718.627196119145,7.441279331936862,5545.900628724499,"purchased","straight line"
944,"Walter","in use","hardware",48085.80281724777,9.206389479169074,8702.231186927555,"purchased","straight line"
945,"Tyler","in storage","hardware",64550.826287966745,4.781100311841698,4865.516354011697,"purchased","straight line"
946,"Austin","disposed","hardware",19590.329047300824,1.0435210031624704,5544.929991041331,"purchased","straight line"
947,"Ralph","in use","hardware",94551.73893808409,1.398037939041283,6094.373518499467,"purchased","straight line"
948,"Walter","in transit","hardware",40977.503454373335,8.771241066977906,8939.90208875456,"purchased","straight line"
949,"Scott","in use","hardware",36093.56536054787,2.6021282334097173,7430.723073942767,"purchased","straight line"
950,"Johnny","in storage","hardware",15563.913358364767,4.374709707401276,8551.518307221131,"purchased","straight line"
951,"Douglas","other","hardware",12696.916073323084,4.480832868327589,4621.388553830758,"purchased","straight line"
952,"Vincent","in storage","hardware",95235.01236518753,7.685446762219112,5636.969612307588,"purchased","straight line"
953,"Patrick","in storage","hardware",75616.27382324102,4.5800179217196675,2719.394844498215,"purchased","straight line"
954,"Ryan","in repair","hardware",98709.915351322,7.124959414492538,5097.789889297467,"purchased","straight line"
955,"Jordan","other","hardware",90688.79632404255,9.240616277569242,7838.570349882111,"purchased","straight line"
956,"Anthony","in repair","hardware",54050.5771308683,7.861483911069421,6798.848417427643,"purchased","straight line"
957,"Peter","disposed","hardware",3093.106294962489,2.8430989042360415,5879.941782040649,"purchased","straight line"
958,"Jason","in storage","hardware",2966.62179454894,5.939354378843618,6193.669427186504,"purchased","straight line"
959,"Jeremy","in use","hardware",8750.079135203525,6.034784461495089,7792.975671683929,"purchased","straight line"
960,"Ronald","other","hardware",9321.438106218893,1.1082941393917674,3269.6480013152486,"purchased","straight line"
961,"Ethan","in use","hardware",96681.74388660991,3.949254878491079,6661.846244095571,"purchased","straight line"
962,"Johnny","in storage","hardware",73740.31462802624,3.5459890100101523,9724.647280217681,"purchased","straight line"
963,"Joe","in repair","hardware",15589.385792984323,7.73003226880608,6421.515347403226,"purchased","straight line"
964,"Frank","other","hardware",53789.89329827161,2.465842529093491,2753.588387282828,"purchased","straight line"
965,"Larry","in storage","hardware",50072.24280652459,5.148361154842613,3116.6351239767855,"purchased","straight line"
966,"Eugene","other","hardware",8538.54548793942,9.717194886846416,2103.5871675798257,"purchased","straight line"
967,"John","in repair","hardware",74793.72390866744,9.388640085045676,7040.046717264095,"purchased","straight line"
968,"Brian","in transit","hardware",34211.43915329984,6.704509112516021,9756.88673852941,"purchased","straight line"
969,"Gary","disposed","hardware",84236.85045046743,8.893855299651769,616.3403836942172,"purchased","straight line"
970,"Christian","in storage","hardware",50225.15270499855,2.627512397275143,3572.193784426313,"purchased","straight line"
971,"Jack","other","hardware",39847.44241653363,2.917393391508562,9756.2919489131,"purchased","straight line"
972,"Benjamin","disposed","hardware",82991.21915751578,7.6619682386457715,7899.628507424539,"purchased","straight line"
973,"Logan","in repair","hardware",14286.833656372577,5.255029306922309,5286.168819308068,"purchased","straight line"
974,"Christopher","in transit","hardware",11861.64192541138,1.3784373383783453,104.13806556946348,"purchased","straight line"
975,"Gary","disposed","hardware",97013.15302552606,8.462685923345138,3691.3328875999296,"purchased","straight line"
976,"David","in storage","hardware",98104.70157254409,1.2284722958887322,43.339294094963954,"purchased","straight line"
977,"Walter","in use","hardware",99441.17089561974,2.115782088474038,9822.210354365581,"purchased","straight line"
978,"James","in storage","hardware",63246.16116427613,4.890244254016249,5766.5229845911945,"purchased","straight line"
979,"Nicholas","other","hardware",59704.254652368094,3.7829897478415613,4453.096705025883,"purchased","straight line"
980,"Benjamin","disposed","hardware",88532.70544832095,6.9136923059639,5691.327015989182,"purchased","straight line"
981,"Johnny","other","hardware",50531.641730674484,3.1699656595363876,3212.47562273252,"purchased","straight line"
982,"Jose","in storage","hardware",81684.02266182179,5.197878164492958,8533.82924699693,"purchased","straight line"
983,"Louis","in repair","hardware",97663.77509641436,5.716153231041712,2329.308859415277,"purchased","straight line"
984,"Bobby","in storage","hardware",89734.40986050596,7.099563828083817,6259.794895251049,"purchased","straight line"
985,"Jesse","in repair","hardware",83002.28684027228,6.902362784474893,1751.125618965046,"purchased","straight line"
986,"Philip","in storage","hardware",76446.39526386514,1.7564195015509605,1242.0971855500372,"purchased","straight line"
987,"Bobby","disposed","hardware",16622.05924634369,3.063250928852824,6172.106776957904,"purchased","straight line"
988,"Stephen","in use","hardware",50753.77490881429,5.734432896945278,851.5341886165395,"purchased","straight line"
989,"Eric","in storage","hardware",67740.4747921899,1.7945189391033196,413.5372279195404,"purchased","straight line"
990,"Paul","in use","hardware",84450.80162252927,5.416658871009805,6766.697810811683,"purchased","straight line"
991,"Kenneth","in storage","hardware",82851.27094599568,7.147436976788368,5157.054291247897,"purchased","straight line"
992,"Bobby","in repair","hardware",14860.425465241422,7.283518912952072,7443.934424149065,"purchased","straight line"
993,"Bobby","other","hardware",86251.0802850465,5.755483622415113,4594.898212976267,"purchased","straight line"
994,"Aaron","other","hardware",34857.23749013055,8.61264759545476,9671.541725815818,"purchased","straight line"
995,"John","in use","hardware",21416.656438883274,5.90379634722984,9852.805979842013,"purchased","straight line"
996,"Russell","in use","hardware",27697.29532743176,5.619882017547325,684.4550597159282,"purchased","straight line"
997,"Brian","in repair","hardware",38372.77409017582,5.093863629798791,2020.1610599314834,"purchased","straight line"
998,"Bradley","other","hardware",20046.97317757401,7.343908383270598,5329.192140762044,"purchased","straight line"
999,"Gregory","in storage","hardware",10116.722936668943,2.8558399053986,2951.6096073314234,"purchased","straight line"
1000,"Mark","in storage","hardware",81116.64679272009,1.0070154238007794,4685.1694676918505,"purchased","straight line"
